timestamp,dataset,file,question,X,alpha,experiments,n_true_labels,method,gamma,mse,avg_ci_length,coverage_rate,execution_time,settings_key
20250913_142403,twin,data/NPORS_2024_cot_gpt5mini_20250913_133629.csv,MEDICAREALL,EDUCATION_enc,0.95,50,600,Adaptive_PGAE,0.5,0.002055903921965769,0.22332542755368084,1.0,7.0996270179748535,dataset=twin|file=data/NPORS_2024_cot_gpt5mini_20250913_133629.csv|question=MEDICAREALL|x=EDUCATION_enc|alpha=0.95|experiments=50|labels=600|gamma=0.5
20250913_142403,twin,data/NPORS_2024_cot_gpt5mini_20250913_133629.csv,MEDICAREALL,EDUCATION_enc,0.95,50,600,Active_Inference,0.5,0.004703406031417176,0.2746228466028914,0.92,1.8373520374298096,dataset=twin|file=data/NPORS_2024_cot_gpt5mini_20250913_133629.csv|question=MEDICAREALL|x=EDUCATION_enc|alpha=0.95|experiments=50|labels=600|gamma=0.5
20250913_142403,twin,data/NPORS_2024_cot_gpt5mini_20250913_133629.csv,MEDICAREALL,EDUCATION_enc,0.95,50,600,Naive,0.5,0.005161024474873948,0.2938677941774642,0.96,1.954953908920288,dataset=twin|file=data/NPORS_2024_cot_gpt5mini_20250913_133629.csv|question=MEDICAREALL|x=EDUCATION_enc|alpha=0.95|experiments=50|labels=600|gamma=0.5
20250913_142403,twin,data/NPORS_2024_cot_gpt5mini_20250913_133629.csv,PUBLICOPTION,EDUCATION_enc,0.95,50,600,PGAE,0.5,0.0012084792516915944,0.16109075897877012,1.0,13.06309700012207,dataset=twin|file=data/NPORS_2024_cot_gpt5mini_20250913_133629.csv|question=PUBLICOPTION|x=EDUCATION_enc|alpha=0.95|experiments=50|labels=600|gamma=0.5
20250913_142403,twin,data/NPORS_2024_cot_gpt5mini_20250913_133629.csv,PUBLICOPTION,EDUCATION_enc,0.95,50,600,Adaptive_PGAE,0.5,0.004594586661636183,0.19806633807349883,0.94,6.624484062194824,dataset=twin|file=data/NPORS_2024_cot_gpt5mini_20250913_133629.csv|question=PUBLICOPTION|x=EDUCATION_enc|alpha=0.95|experiments=50|labels=600|gamma=0.5
20250913_142403,twin,data/NPORS_2024_cot_gpt5mini_20250913_133629.csv,PUBLICOPTION,EDUCATION_enc,0.95,50,600,Active_Inference,0.5,0.0028137728918671656,0.21736473113269572,0.98,1.891730785369873,dataset=twin|file=data/NPORS_2024_cot_gpt5mini_20250913_133629.csv|question=PUBLICOPTION|x=EDUCATION_enc|alpha=0.95|experiments=50|labels=600|gamma=0.5
20250913_142403,twin,data/NPORS_2024_cot_gpt5mini_20250913_133629.csv,PUBLICOPTION,EDUCATION_enc,0.95,50,600,Naive,0.5,0.002853588442457374,0.22622369102283976,0.96,1.9076628684997559,dataset=twin|file=data/NPORS_2024_cot_gpt5mini_20250913_133629.csv|question=PUBLICOPTION|x=EDUCATION_enc|alpha=0.95|experiments=50|labels=600|gamma=0.5
20250913_142403,twin,data/NPORS_2024_cot_gpt5mini_20250913_133629.csv,IMMIGRATION,EDUCATION_enc,0.95,50,600,PGAE,0.5,0.004314660697102147,0.23836289509973796,0.94,7.915058135986328,dataset=twin|file=data/NPORS_2024_cot_gpt5mini_20250913_133629.csv|question=IMMIGRATION|x=EDUCATION_enc|alpha=0.95|experiments=50|labels=600|gamma=0.5
20250913_142403,twin,data/NPORS_2024_cot_gpt5mini_20250913_133629.csv,IMMIGRATION,EDUCATION_enc,0.95,50,600,Adaptive_PGAE,0.5,0.0037119947202408706,0.24900355136996186,0.98,6.58831787109375,dataset=twin|file=data/NPORS_2024_cot_gpt5mini_20250913_133629.csv|question=IMMIGRATION|x=EDUCATION_enc|alpha=0.95|experiments=50|labels=600|gamma=0.5
20250913_142403,twin,data/NPORS_2024_cot_gpt5mini_20250913_133629.csv,IMMIGRATION,EDUCATION_enc,0.95,50,600,Active_Inference,0.5,0.00432044232394193,0.2622180165472831,0.94,1.8480548858642578,dataset=twin|file=data/NPORS_2024_cot_gpt5mini_20250913_133629.csv|question=IMMIGRATION|x=EDUCATION_enc|alpha=0.95|experiments=50|labels=600|gamma=0.5
20250913_142403,twin,data/NPORS_2024_cot_gpt5mini_20250913_133629.csv,IMMIGRATION,EDUCATION_enc,0.95,50,600,Naive,0.5,0.005627429861518395,0.3092544299367249,0.94,1.9443299770355225,dataset=twin|file=data/NPORS_2024_cot_gpt5mini_20250913_133629.csv|question=IMMIGRATION|x=EDUCATION_enc|alpha=0.95|experiments=50|labels=600|gamma=0.5
20250913_142403,twin,data/NPORS_2024_cot_gpt5mini_20250913_133629.csv,FAMILYLEAVE,EDUCATION_enc,0.95,50,600,PGAE,0.5,0.001857565007639805,0.17360854942207102,0.94,7.976868152618408,dataset=twin|file=data/NPORS_2024_cot_gpt5mini_20250913_133629.csv|question=FAMILYLEAVE|x=EDUCATION_enc|alpha=0.95|experiments=50|labels=600|gamma=0.5
20250913_142403,twin,data/NPORS_2024_cot_gpt5mini_20250913_133629.csv,FAMILYLEAVE,EDUCATION_enc,0.95,50,600,Adaptive_PGAE,0.5,0.0021793176466073844,0.18547989839437448,0.96,8.465924978256226,dataset=twin|file=data/NPORS_2024_cot_gpt5mini_20250913_133629.csv|question=FAMILYLEAVE|x=EDUCATION_enc|alpha=0.95|experiments=50|labels=600|gamma=0.5
20250913_142403,twin,data/NPORS_2024_cot_gpt5mini_20250913_133629.csv,FAMILYLEAVE,EDUCATION_enc,0.95,50,600,Active_Inference,0.5,0.0021590774827466215,0.21368281811950282,0.98,4.065145969390869,dataset=twin|file=data/NPORS_2024_cot_gpt5mini_20250913_133629.csv|question=FAMILYLEAVE|x=EDUCATION_enc|alpha=0.95|experiments=50|labels=600|gamma=0.5
20250913_142403,twin,data/NPORS_2024_cot_gpt5mini_20250913_133629.csv,FAMILYLEAVE,EDUCATION_enc,0.95,50,600,Naive,0.5,0.0021860048826972153,0.24508812384086642,0.98,1.9310798645019531,dataset=twin|file=data/NPORS_2024_cot_gpt5mini_20250913_133629.csv|question=FAMILYLEAVE|x=EDUCATION_enc|alpha=0.95|experiments=50|labels=600|gamma=0.5
20250913_142403,twin,data/NPORS_2024_cot_gpt5mini_20250913_133629.csv,WEALTHTAX,EDUCATION_enc,0.95,50,600,PGAE,0.5,0.0024053398229454304,0.20342296404973656,0.94,6.734978199005127,dataset=twin|file=data/NPORS_2024_cot_gpt5mini_20250913_133629.csv|question=WEALTHTAX|x=EDUCATION_enc|alpha=0.95|experiments=50|labels=600|gamma=0.5
20250913_142403,twin,data/NPORS_2024_cot_gpt5mini_20250913_133629.csv,WEALTHTAX,EDUCATION_enc,0.95,50,600,Adaptive_PGAE,0.5,0.0031085494770748696,0.21704953061142923,1.0,6.852977752685547,dataset=twin|file=data/NPORS_2024_cot_gpt5mini_20250913_133629.csv|question=WEALTHTAX|x=EDUCATION_enc|alpha=0.95|experiments=50|labels=600|gamma=0.5
20250913_142403,twin,data/NPORS_2024_cot_gpt5mini_20250913_133629.csv,WEALTHTAX,EDUCATION_enc,0.95,50,600,Active_Inference,0.5,0.00472208627643598,0.27498023931032184,0.94,1.8290472030639648,dataset=twin|file=data/NPORS_2024_cot_gpt5mini_20250913_133629.csv|question=WEALTHTAX|x=EDUCATION_enc|alpha=0.95|experiments=50|labels=600|gamma=0.5
20250913_142403,twin,data/NPORS_2024_cot_gpt5mini_20250913_133629.csv,WEALTHTAX,EDUCATION_enc,0.95,50,600,Naive,0.5,0.004669973055444583,0.287948702006076,0.94,2.0918209552764893,dataset=twin|file=data/NPORS_2024_cot_gpt5mini_20250913_133629.csv|question=WEALTHTAX|x=EDUCATION_enc|alpha=0.95|experiments=50|labels=600|gamma=0.5
20250913_142403,twin,data/NPORS_2024_cot_gpt5mini_20250913_133629.csv,DEPORTATIONS,EDUCATION_enc,0.95,50,600,PGAE,0.5,0.0033546972498435194,0.23050450947844708,0.94,14.685221672058105,dataset=twin|file=data/NPORS_2024_cot_gpt5mini_20250913_133629.csv|question=DEPORTATIONS|x=EDUCATION_enc|alpha=0.95|experiments=50|labels=600|gamma=0.5
20250913_142403,twin,data/NPORS_2024_cot_gpt5mini_20250913_133629.csv,DEPORTATIONS,EDUCATION_enc,0.95,50,600,Adaptive_PGAE,0.5,0.004052671456846117,0.24329052000757856,0.92,8.085271120071411,dataset=twin|file=data/NPORS_2024_cot_gpt5mini_20250913_133629.csv|question=DEPORTATIONS|x=EDUCATION_enc|alpha=0.95|experiments=50|labels=600|gamma=0.5
20250913_142403,twin,data/NPORS_2024_cot_gpt5mini_20250913_133629.csv,DEPORTATIONS,EDUCATION_enc,0.95,50,600,Active_Inference,0.5,0.005482085853458483,0.3036105495516795,0.98,3.112565040588379,dataset=twin|file=data/NPORS_2024_cot_gpt5mini_20250913_133629.csv|question=DEPORTATIONS|x=EDUCATION_enc|alpha=0.95|experiments=50|labels=600|gamma=0.5
20250913_142403,twin,data/NPORS_2024_cot_gpt5mini_20250913_133629.csv,DEPORTATIONS,EDUCATION_enc,0.95,50,600,Naive,0.5,0.005711847909176166,0.32369994929785123,0.98,3.088188886642456,dataset=twin|file=data/NPORS_2024_cot_gpt5mini_20250913_133629.csv|question=DEPORTATIONS|x=EDUCATION_enc|alpha=0.95|experiments=50|labels=600|gamma=0.5
20250913_142403,twin,data/NPORS_2024_cot_gpt5mini_20250913_133629.csv,MEDICVOUCHER,EDUCATION_enc,0.95,50,600,PGAE,0.5,0.0018492649503624732,0.1965053750638422,1.0,15.134866952896118,dataset=twin|file=data/NPORS_2024_cot_gpt5mini_20250913_133629.csv|question=MEDICVOUCHER|x=EDUCATION_enc|alpha=0.95|experiments=50|labels=600|gamma=0.5
20250913_142403,twin,data/NPORS_2024_cot_gpt5mini_20250913_133629.csv,MEDICVOUCHER,EDUCATION_enc,0.95,50,600,Adaptive_PGAE,0.5,0.002933462489962514,0.20729194664551456,0.98,8.99852705001831,dataset=twin|file=data/NPORS_2024_cot_gpt5mini_20250913_133629.csv|question=MEDICVOUCHER|x=EDUCATION_enc|alpha=0.95|experiments=50|labels=600|gamma=0.5
20250913_142403,twin,data/NPORS_2024_cot_gpt5mini_20250913_133629.csv,MEDICVOUCHER,EDUCATION_enc,0.95,50,600,Active_Inference,0.5,0.004787266851391169,0.29300278087628656,0.98,1.9079821109771729,dataset=twin|file=data/NPORS_2024_cot_gpt5mini_20250913_133629.csv|question=MEDICVOUCHER|x=EDUCATION_enc|alpha=0.95|experiments=50|labels=600|gamma=0.5
20250913_142403,twin,data/NPORS_2024_cot_gpt5mini_20250913_133629.csv,MEDICVOUCHER,EDUCATION_enc,0.95,50,600,Naive,0.5,0.005185252951104083,0.2745087842578122,0.94,1.6614458560943604,dataset=twin|file=data/NPORS_2024_cot_gpt5mini_20250913_133629.csv|question=MEDICVOUCHER|x=EDUCATION_enc|alpha=0.95|experiments=50|labels=600|gamma=0.5
