timestamp,dataset,file,question,method,target_ci_width,search_step,labels_tried,ci_length_achieved,achieved_target,alpha,experiments
20250913_152326,twin,data/NPORS_2024_base_gpt5mini_20250913_133642.csv,CARBONTAX,Naive,0.15,1,200,0.5009503323896206,False,0.95,20
20250913_152326,twin,data/NPORS_2024_base_gpt5mini_20250913_133642.csv,CARBONTAX,Naive,0.15,2,400,0.3571480394047744,False,0.95,20
20250913_152326,twin,data/NPORS_2024_base_gpt5mini_20250913_133642.csv,CARBONTAX,Naive,0.15,3,800,0.25327685642061853,False,0.95,20
20250913_152326,twin,data/NPORS_2024_base_gpt5mini_20250913_133642.csv,CARBONTAX,Naive,0.15,4,1600,0.18001971815351858,False,0.95,20
20250913_152326,twin,data/NPORS_2024_base_gpt5mini_20250913_133642.csv,CARBONTAX,Naive,0.15,5,3200,0.1273669508904351,True,0.95,20
20250913_152326,twin,data/NPORS_2024_base_gpt5mini_20250913_133642.csv,CARBONTAX,Naive,0.15,6,2450,0.1459377738142778,True,0.95,20
20250913_152326,twin,data/NPORS_2024_base_gpt5mini_20250913_133642.csv,CARBONTAX,Naive,0.15,7,2050,0.15912778819795204,False,0.95,20
20250913_152326,twin,data/NPORS_2024_base_gpt5mini_20250913_133642.csv,CARBONTAX,Naive,0.15,8,2250,0.15209174646705786,False,0.95,20
20250913_152326,twin,data/NPORS_2024_base_gpt5mini_20250913_133642.csv,CARBONTAX,Naive,0.15,9,2350,0.1489148928199485,True,0.95,20
20250913_152326,twin,data/NPORS_2024_base_gpt5mini_20250913_133642.csv,CARBONTAX,Naive,0.15,10,2300,0.15042170526726747,False,0.95,20
20250913_152326,twin,data/NPORS_2024_base_gpt5mini_20250913_133642.csv,CLEANENERGY,PGAE,0.15,1,200,0.3319125998370625,False,0.95,20
20250913_152326,twin,data/NPORS_2024_base_gpt5mini_20250913_133642.csv,CLEANENERGY,PGAE,0.15,2,400,0.22803441195150645,False,0.95,20
20250913_152326,twin,data/NPORS_2024_base_gpt5mini_20250913_133642.csv,CLEANENERGY,PGAE,0.15,3,800,0.16028789640092816,False,0.95,20
20250913_152326,twin,data/NPORS_2024_base_gpt5mini_20250913_133642.csv,CLEANENERGY,PGAE,0.15,4,1600,0.11381010782540382,True,0.95,20
20250913_152326,twin,data/NPORS_2024_base_gpt5mini_20250913_133642.csv,CLEANENERGY,PGAE,0.15,5,1250,0.12770546143379513,True,0.95,20
20250913_152326,twin,data/NPORS_2024_base_gpt5mini_20250913_133642.csv,CLEANENERGY,PGAE,0.15,6,1050,0.13989757262296565,True,0.95,20
20250913_152326,twin,data/NPORS_2024_base_gpt5mini_20250913_133642.csv,CLEANENERGY,PGAE,0.15,7,950,0.14656328439707283,True,0.95,20
20250913_152326,twin,data/NPORS_2024_base_gpt5mini_20250913_133642.csv,CLEANENERGY,PGAE,0.15,8,900,0.15058955867525053,False,0.95,20
20250913_152326,twin,data/NPORS_2024_base_gpt5mini_20250913_133642.csv,CLEANENERGY,Adaptive_PGAE,0.15,1,200,0.32206712693399103,False,0.95,20
20250913_152326,twin,data/NPORS_2024_base_gpt5mini_20250913_133642.csv,CLEANENERGY,Adaptive_PGAE,0.15,2,400,0.24368589543312286,False,0.95,20
20250913_152326,twin,data/NPORS_2024_base_gpt5mini_20250913_133642.csv,CLEANENERGY,Adaptive_PGAE,0.15,3,800,0.1665409452087771,False,0.95,20
20250913_152326,twin,data/NPORS_2024_base_gpt5mini_20250913_133642.csv,CLEANENERGY,Adaptive_PGAE,0.15,4,1600,0.11522666688121941,True,0.95,20
20250913_152326,twin,data/NPORS_2024_base_gpt5mini_20250913_133642.csv,CLEANENERGY,Adaptive_PGAE,0.15,5,1250,0.1310785732310471,True,0.95,20
20250913_152326,twin,data/NPORS_2024_base_gpt5mini_20250913_133642.csv,CLEANENERGY,Adaptive_PGAE,0.15,6,1050,0.14454520629734016,True,0.95,20
20250913_152326,twin,data/NPORS_2024_base_gpt5mini_20250913_133642.csv,CLEANENERGY,Adaptive_PGAE,0.15,7,950,0.1520655698391023,False,0.95,20
20250913_152326,twin,data/NPORS_2024_base_gpt5mini_20250913_133642.csv,CLEANENERGY,Adaptive_PGAE,0.15,8,1000,0.14790904986851502,True,0.95,20
20250913_152326,twin,data/NPORS_2024_base_gpt5mini_20250913_133642.csv,CLEANENERGY,Active_Inference,0.15,1,200,0.4137639125625633,False,0.95,20
20250913_152326,twin,data/NPORS_2024_base_gpt5mini_20250913_133642.csv,CLEANENERGY,Active_Inference,0.15,2,400,0.28854643764063104,False,0.95,20
20250913_152326,twin,data/NPORS_2024_base_gpt5mini_20250913_133642.csv,CLEANENERGY,Active_Inference,0.15,3,800,0.20489720069761952,False,0.95,20
20250913_152326,twin,data/NPORS_2024_base_gpt5mini_20250913_133642.csv,CLEANENERGY,Active_Inference,0.15,4,1600,0.14424300094553794,True,0.95,20
20250913_152326,twin,data/NPORS_2024_base_gpt5mini_20250913_133642.csv,CLEANENERGY,Active_Inference,0.15,5,1250,0.16221376464921936,False,0.95,20
20250913_152326,twin,data/NPORS_2024_base_gpt5mini_20250913_133642.csv,CLEANENERGY,Active_Inference,0.15,6,1450,0.15067989499245366,False,0.95,20
20250913_152326,twin,data/NPORS_2024_base_gpt5mini_20250913_133642.csv,CLEANENERGY,Active_Inference,0.15,7,1550,0.14513834444591606,True,0.95,20
20250913_152326,twin,data/NPORS_2024_base_gpt5mini_20250913_133642.csv,CLEANENERGY,Active_Inference,0.15,8,1500,0.14865932819647454,True,0.95,20
20250913_152326,twin,data/NPORS_2024_base_gpt5mini_20250913_133642.csv,CLEANENERGY,Naive,0.15,1,200,0.4483321835889281,False,0.95,20
20250913_152326,twin,data/NPORS_2024_base_gpt5mini_20250913_133642.csv,CLEANENERGY,Naive,0.15,2,400,0.3162526453320084,False,0.95,20
20250913_152326,twin,data/NPORS_2024_base_gpt5mini_20250913_133642.csv,CLEANENERGY,Naive,0.15,3,800,0.22380260590182544,False,0.95,20
20250913_152326,twin,data/NPORS_2024_base_gpt5mini_20250913_133642.csv,CLEANENERGY,Naive,0.15,4,1600,0.15913083613123774,False,0.95,20
20250913_152326,twin,data/NPORS_2024_base_gpt5mini_20250913_133642.csv,CLEANENERGY,Naive,0.15,5,3200,0.11292731559981384,True,0.95,20
20250913_152326,twin,data/NPORS_2024_base_gpt5mini_20250913_133642.csv,CLEANENERGY,Naive,0.15,6,2450,0.12926004893059845,True,0.95,20
20250913_152326,twin,data/NPORS_2024_base_gpt5mini_20250913_133642.csv,CLEANENERGY,Naive,0.15,7,2050,0.14102291223922792,True,0.95,20
20250913_152326,twin,data/NPORS_2024_base_gpt5mini_20250913_133642.csv,CLEANENERGY,Naive,0.15,8,1850,0.14831191386798975,True,0.95,20
20250913_152326,twin,data/NPORS_2024_base_gpt5mini_20250913_133642.csv,CLEANENERGY,Naive,0.15,9,1750,0.1524865408508206,False,0.95,20
20250913_152326,twin,data/NPORS_2024_base_gpt5mini_20250913_133642.csv,CLEANENERGY,Naive,0.15,10,1800,0.15042547864324196,False,0.95,20
20250913_152326,twin,data/NPORS_2024_base_gpt5mini_20250913_133642.csv,MEDICAREALL,PGAE,0.15,1,200,0.3666224109953503,False,0.95,20
20250913_152326,twin,data/NPORS_2024_base_gpt5mini_20250913_133642.csv,MEDICAREALL,PGAE,0.15,2,400,0.2591607077814649,False,0.95,20
20250913_152326,twin,data/NPORS_2024_base_gpt5mini_20250913_133642.csv,MEDICAREALL,PGAE,0.15,3,800,0.18158128203638788,False,0.95,20
20250913_152326,twin,data/NPORS_2024_base_gpt5mini_20250913_133642.csv,MEDICAREALL,PGAE,0.15,4,1600,0.12957470894196643,True,0.95,20
20250913_152326,twin,data/NPORS_2024_base_gpt5mini_20250913_133642.csv,MEDICAREALL,PGAE,0.15,5,1250,0.1477405443735268,True,0.95,20
20250913_152326,twin,data/NPORS_2024_base_gpt5mini_20250913_133642.csv,MEDICAREALL,PGAE,0.15,6,1050,0.15746491542236635,False,0.95,20
20250913_152326,twin,data/NPORS_2024_base_gpt5mini_20250913_133642.csv,MEDICAREALL,PGAE,0.15,7,1150,0.15092973642608587,False,0.95,20
20250913_152326,twin,data/NPORS_2024_base_gpt5mini_20250913_133642.csv,MEDICAREALL,PGAE,0.15,8,1200,0.14673094742790557,True,0.95,20
20250913_152326,twin,data/NPORS_2024_base_gpt5mini_20250913_133642.csv,MEDICAREALL,Adaptive_PGAE,0.15,1,200,0.35949929522626256,False,0.95,20
20250913_152326,twin,data/NPORS_2024_base_gpt5mini_20250913_133642.csv,MEDICAREALL,Adaptive_PGAE,0.15,2,400,0.27631135566516807,False,0.95,20
20250913_152326,twin,data/NPORS_2024_base_gpt5mini_20250913_133642.csv,MEDICAREALL,Adaptive_PGAE,0.15,3,800,0.22812282347545257,False,0.95,20
20250913_152326,twin,data/NPORS_2024_base_gpt5mini_20250913_133642.csv,MEDICAREALL,Adaptive_PGAE,0.15,4,1600,0.15055952852316,False,0.95,20
20250913_152326,twin,data/NPORS_2024_base_gpt5mini_20250913_133642.csv,MEDICAREALL,Adaptive_PGAE,0.15,5,3200,0.10325322286864835,True,0.95,20
20250913_152326,twin,data/NPORS_2024_base_gpt5mini_20250913_133642.csv,MEDICAREALL,Adaptive_PGAE,0.15,6,2450,0.11605178320587639,True,0.95,20
20250913_152326,twin,data/NPORS_2024_base_gpt5mini_20250913_133642.csv,MEDICAREALL,Adaptive_PGAE,0.15,7,2050,0.1286302423163011,True,0.95,20
20250913_152326,twin,data/NPORS_2024_base_gpt5mini_20250913_133642.csv,MEDICAREALL,Adaptive_PGAE,0.15,8,1850,0.13630288279773078,True,0.95,20
20250913_152326,twin,data/NPORS_2024_base_gpt5mini_20250913_133642.csv,MEDICAREALL,Adaptive_PGAE,0.15,9,1750,0.14182308055542464,True,0.95,20
20250913_152326,twin,data/NPORS_2024_base_gpt5mini_20250913_133642.csv,MEDICAREALL,Adaptive_PGAE,0.15,10,1700,0.1446500870608239,True,0.95,20
20250913_152326,twin,data/NPORS_2024_base_gpt5mini_20250913_133642.csv,MEDICAREALL,Adaptive_PGAE,0.15,11,1650,0.14579818822452373,True,0.95,20
20250913_152326,twin,data/NPORS_2024_base_gpt5mini_20250913_133642.csv,MEDICAREALL,Active_Inference,0.15,1,200,0.4819357864433094,False,0.95,20
20250913_152326,twin,data/NPORS_2024_base_gpt5mini_20250913_133642.csv,MEDICAREALL,Active_Inference,0.15,2,400,0.34388893510374857,False,0.95,20
20250913_152326,twin,data/NPORS_2024_base_gpt5mini_20250913_133642.csv,MEDICAREALL,Active_Inference,0.15,3,800,0.2423491061544559,False,0.95,20
20250913_152326,twin,data/NPORS_2024_base_gpt5mini_20250913_133642.csv,MEDICAREALL,Active_Inference,0.15,4,1600,0.17271894377172914,False,0.95,20
20250913_152326,twin,data/NPORS_2024_base_gpt5mini_20250913_133642.csv,MEDICAREALL,Active_Inference,0.15,5,3200,0.12176499974485251,True,0.95,20
20250913_152326,twin,data/NPORS_2024_base_gpt5mini_20250913_133642.csv,MEDICAREALL,Active_Inference,0.15,6,2450,0.13943724260408397,True,0.95,20
20250913_152326,twin,data/NPORS_2024_base_gpt5mini_20250913_133642.csv,MEDICAREALL,Active_Inference,0.15,7,2050,0.15255128587161007,False,0.95,20
20250913_152326,twin,data/NPORS_2024_base_gpt5mini_20250913_133642.csv,MEDICAREALL,Active_Inference,0.15,8,2250,0.14572067555775198,True,0.95,20
20250913_152326,twin,data/NPORS_2024_base_gpt5mini_20250913_133642.csv,MEDICAREALL,Active_Inference,0.15,9,2150,0.14827190209338093,True,0.95,20
20250913_152326,twin,data/NPORS_2024_base_gpt5mini_20250913_133642.csv,MEDICAREALL,Active_Inference,0.15,10,2100,0.15044541473190895,False,0.95,20
20250913_152326,twin,data/NPORS_2024_base_gpt5mini_20250913_133642.csv,MEDICAREALL,Naive,0.15,1,200,0.5064657758374748,False,0.95,20
20250913_152326,twin,data/NPORS_2024_base_gpt5mini_20250913_133642.csv,MEDICAREALL,Naive,0.15,2,400,0.35986447116437426,False,0.95,20
20250913_152326,twin,data/NPORS_2024_base_gpt5mini_20250913_133642.csv,MEDICAREALL,Naive,0.15,3,800,0.25454838220226356,False,0.95,20
20250913_152326,twin,data/NPORS_2024_base_gpt5mini_20250913_133642.csv,MEDICAREALL,Naive,0.15,4,1600,0.18048191123989038,False,0.95,20
20250913_152326,twin,data/NPORS_2024_base_gpt5mini_20250913_133642.csv,MEDICAREALL,Naive,0.15,5,3200,0.12787271049813934,True,0.95,20
20250913_152326,twin,data/NPORS_2024_base_gpt5mini_20250913_133642.csv,MEDICAREALL,Naive,0.15,6,2450,0.1460766288864709,True,0.95,20
20250913_152326,twin,data/NPORS_2024_base_gpt5mini_20250913_133642.csv,MEDICAREALL,Naive,0.15,7,2050,0.1597516377063768,False,0.95,20
20250913_152326,twin,data/NPORS_2024_base_gpt5mini_20250913_133642.csv,MEDICAREALL,Naive,0.15,8,2250,0.1524456146329358,False,0.95,20
20250913_152326,twin,data/NPORS_2024_base_gpt5mini_20250913_133642.csv,MEDICAREALL,Naive,0.15,9,2350,0.1491526989970115,True,0.95,20
20250913_152326,twin,data/NPORS_2024_base_gpt5mini_20250913_133642.csv,MEDICAREALL,Naive,0.15,10,2300,0.15080551208249918,False,0.95,20
20250913_152326,twin,data/NPORS_2024_base_gpt5mini_20250913_133642.csv,IMMIGRATION,PGAE,0.15,1,200,0.3887976762982649,False,0.95,20
20250913_152326,twin,data/NPORS_2024_base_gpt5mini_20250913_133642.csv,IMMIGRATION,PGAE,0.15,2,400,0.2733490925420363,False,0.95,20
20250913_152326,twin,data/NPORS_2024_base_gpt5mini_20250913_133642.csv,IMMIGRATION,PGAE,0.15,3,800,0.19263202664878415,False,0.95,20
20250913_152326,twin,data/NPORS_2024_base_gpt5mini_20250913_133642.csv,IMMIGRATION,PGAE,0.15,4,1600,0.13374517835660787,True,0.95,20
20250913_152326,twin,data/NPORS_2024_base_gpt5mini_20250913_133642.csv,IMMIGRATION,PGAE,0.15,5,1250,0.15222453406147302,False,0.95,20
20250913_152326,twin,data/NPORS_2024_base_gpt5mini_20250913_133642.csv,IMMIGRATION,PGAE,0.15,6,1450,0.14171534965705623,True,0.95,20
20250913_152326,twin,data/NPORS_2024_base_gpt5mini_20250913_133642.csv,IMMIGRATION,PGAE,0.15,7,1350,0.14572027929626516,True,0.95,20
20250913_152326,twin,data/NPORS_2024_base_gpt5mini_20250913_133642.csv,IMMIGRATION,PGAE,0.15,8,1300,0.1490547346045444,True,0.95,20
20250913_152326,twin,data/NPORS_2024_base_gpt5mini_20250913_133642.csv,IMMIGRATION,Adaptive_PGAE,0.15,1,200,0.3807375129434996,False,0.95,20
20250913_152326,twin,data/NPORS_2024_base_gpt5mini_20250913_133642.csv,IMMIGRATION,Adaptive_PGAE,0.15,2,400,0.29004502276443384,False,0.95,20
20250913_152326,twin,data/NPORS_2024_base_gpt5mini_20250913_133642.csv,IMMIGRATION,Adaptive_PGAE,0.15,3,800,0.19956501306952226,False,0.95,20
20250913_152326,twin,data/NPORS_2024_base_gpt5mini_20250913_133642.csv,IMMIGRATION,Adaptive_PGAE,0.15,4,1600,0.16926425932650185,False,0.95,20
20250913_152326,twin,data/NPORS_2024_base_gpt5mini_20250913_133642.csv,IMMIGRATION,Adaptive_PGAE,0.15,5,3200,0.11338849264102371,True,0.95,20
20250913_152326,twin,data/NPORS_2024_base_gpt5mini_20250913_133642.csv,IMMIGRATION,Adaptive_PGAE,0.15,6,2450,0.13355916171652135,True,0.95,20
20250913_152326,twin,data/NPORS_2024_base_gpt5mini_20250913_133642.csv,IMMIGRATION,Adaptive_PGAE,0.15,7,2050,0.14918398207194689,True,0.95,20
20250913_152326,twin,data/NPORS_2024_base_gpt5mini_20250913_133642.csv,IMMIGRATION,Adaptive_PGAE,0.15,8,1850,0.15939414900263843,False,0.95,20
20250913_152326,twin,data/NPORS_2024_base_gpt5mini_20250913_133642.csv,IMMIGRATION,Adaptive_PGAE,0.15,9,1950,0.1536086586432964,False,0.95,20
20250913_152326,twin,data/NPORS_2024_base_gpt5mini_20250913_133642.csv,IMMIGRATION,Adaptive_PGAE,0.15,10,2000,0.15213282603678113,False,0.95,20
20250913_152326,twin,data/NPORS_2024_base_gpt5mini_20250913_133642.csv,IMMIGRATION,Active_Inference,0.15,1,200,0.4655805166227192,False,0.95,20
20250913_152326,twin,data/NPORS_2024_base_gpt5mini_20250913_133642.csv,IMMIGRATION,Active_Inference,0.15,2,400,0.33090476067854385,False,0.95,20
20250913_152326,twin,data/NPORS_2024_base_gpt5mini_20250913_133642.csv,IMMIGRATION,Active_Inference,0.15,3,800,0.23217527275886968,False,0.95,20
20250913_152326,twin,data/NPORS_2024_base_gpt5mini_20250913_133642.csv,IMMIGRATION,Active_Inference,0.15,4,1600,0.16470069886531974,False,0.95,20
20250913_152326,twin,data/NPORS_2024_base_gpt5mini_20250913_133642.csv,IMMIGRATION,Active_Inference,0.15,5,3200,0.11659857465956472,True,0.95,20
20250913_152326,twin,data/NPORS_2024_base_gpt5mini_20250913_133642.csv,IMMIGRATION,Active_Inference,0.15,6,2450,0.13342345565765257,True,0.95,20
20250913_152326,twin,data/NPORS_2024_base_gpt5mini_20250913_133642.csv,IMMIGRATION,Active_Inference,0.15,7,2050,0.1458858439736613,True,0.95,20
20250913_152326,twin,data/NPORS_2024_base_gpt5mini_20250913_133642.csv,IMMIGRATION,Active_Inference,0.15,8,1850,0.15295358451435348,False,0.95,20
20250913_152326,twin,data/NPORS_2024_base_gpt5mini_20250913_133642.csv,IMMIGRATION,Active_Inference,0.15,9,1950,0.14804808703088318,True,0.95,20
20250913_152326,twin,data/NPORS_2024_base_gpt5mini_20250913_133642.csv,IMMIGRATION,Active_Inference,0.15,10,1900,0.15153301437793823,False,0.95,20
20250913_152326,twin,data/NPORS_2024_base_gpt5mini_20250913_133642.csv,IMMIGRATION,Naive,0.15,1,200,0.5267207934052831,False,0.95,20
20250913_152326,twin,data/NPORS_2024_base_gpt5mini_20250913_133642.csv,IMMIGRATION,Naive,0.15,2,400,0.37465986118415584,False,0.95,20
20250913_152326,twin,data/NPORS_2024_base_gpt5mini_20250913_133642.csv,IMMIGRATION,Naive,0.15,3,800,0.2668651121782809,False,0.95,20
20250913_152326,twin,data/NPORS_2024_base_gpt5mini_20250913_133642.csv,IMMIGRATION,Naive,0.15,4,1600,0.18888135652434435,False,0.95,20
20250913_152326,twin,data/NPORS_2024_base_gpt5mini_20250913_133642.csv,IMMIGRATION,Naive,0.15,5,3200,0.13416053630660923,True,0.95,20
20250913_152326,twin,data/NPORS_2024_base_gpt5mini_20250913_133642.csv,IMMIGRATION,Naive,0.15,6,2450,0.1532432466757201,False,0.95,20
20250913_152326,twin,data/NPORS_2024_base_gpt5mini_20250913_133642.csv,IMMIGRATION,Naive,0.15,7,2850,0.14192645385948985,True,0.95,20
20250913_152326,twin,data/NPORS_2024_base_gpt5mini_20250913_133642.csv,IMMIGRATION,Naive,0.15,8,2650,0.1471689873037461,True,0.95,20
20250913_152326,twin,data/NPORS_2024_base_gpt5mini_20250913_133642.csv,IMMIGRATION,Naive,0.15,9,2550,0.1501473660156829,False,0.95,20
20250913_152326,twin,data/NPORS_2024_base_gpt5mini_20250913_133642.csv,IMMIGRATION,Naive,0.15,10,2600,0.14857733302582304,True,0.95,20
20250913_152326,twin,data/NPORS_2024_base_gpt5mini_20250913_133642.csv,WEALTHTAX,PGAE,0.15,1,200,0.3986149695684502,False,0.95,20
20250913_152326,twin,data/NPORS_2024_base_gpt5mini_20250913_133642.csv,WEALTHTAX,PGAE,0.15,2,400,0.27921251274820813,False,0.95,20
20250913_152326,twin,data/NPORS_2024_base_gpt5mini_20250913_133642.csv,WEALTHTAX,PGAE,0.15,3,800,0.19951134737415863,False,0.95,20
20250913_152326,twin,data/NPORS_2024_base_gpt5mini_20250913_133642.csv,WEALTHTAX,PGAE,0.15,4,1600,0.13966094527951203,True,0.95,20
20250913_152326,twin,data/NPORS_2024_base_gpt5mini_20250913_133642.csv,WEALTHTAX,PGAE,0.15,5,1250,0.15884244912042697,False,0.95,20
20250913_152326,twin,data/NPORS_2024_base_gpt5mini_20250913_133642.csv,WEALTHTAX,PGAE,0.15,6,1450,0.14426734315271514,True,0.95,20
20250913_152326,twin,data/NPORS_2024_base_gpt5mini_20250913_133642.csv,WEALTHTAX,PGAE,0.15,7,1350,0.15060471368579578,False,0.95,20
20250913_152326,twin,data/NPORS_2024_base_gpt5mini_20250913_133642.csv,WEALTHTAX,PGAE,0.15,8,1400,0.14977231145841527,True,0.95,20
20250913_152326,twin,data/NPORS_2024_base_gpt5mini_20250913_133642.csv,WEALTHTAX,Adaptive_PGAE,0.15,1,200,0.356619878214421,False,0.95,20
20250913_152326,twin,data/NPORS_2024_base_gpt5mini_20250913_133642.csv,WEALTHTAX,Adaptive_PGAE,0.15,2,400,0.3131973370784341,False,0.95,20
20250913_152326,twin,data/NPORS_2024_base_gpt5mini_20250913_133642.csv,WEALTHTAX,Adaptive_PGAE,0.15,3,800,0.21059870391334953,False,0.95,20
20250913_152326,twin,data/NPORS_2024_base_gpt5mini_20250913_133642.csv,WEALTHTAX,Adaptive_PGAE,0.15,4,1600,0.14321447793060166,True,0.95,20
20250913_152326,twin,data/NPORS_2024_base_gpt5mini_20250913_133642.csv,WEALTHTAX,Adaptive_PGAE,0.15,5,1250,0.16933978312537837,False,0.95,20
20250913_152326,twin,data/NPORS_2024_base_gpt5mini_20250913_133642.csv,WEALTHTAX,Adaptive_PGAE,0.15,6,1450,0.15251215414490724,False,0.95,20
20250913_152326,twin,data/NPORS_2024_base_gpt5mini_20250913_133642.csv,WEALTHTAX,Adaptive_PGAE,0.15,7,1550,0.14618753218260733,True,0.95,20
20250913_152326,twin,data/NPORS_2024_base_gpt5mini_20250913_133642.csv,WEALTHTAX,Adaptive_PGAE,0.15,8,1500,0.1497406437388486,True,0.95,20
20250913_152326,twin,data/NPORS_2024_base_gpt5mini_20250913_133642.csv,WEALTHTAX,Active_Inference,0.15,1,200,0.48398063914162937,False,0.95,20
20250913_152326,twin,data/NPORS_2024_base_gpt5mini_20250913_133642.csv,WEALTHTAX,Active_Inference,0.15,2,400,0.3430378780082922,False,0.95,20
20250913_152326,twin,data/NPORS_2024_base_gpt5mini_20250913_133642.csv,WEALTHTAX,Active_Inference,0.15,3,800,0.2439907775939525,False,0.95,20
20250913_152326,twin,data/NPORS_2024_base_gpt5mini_20250913_133642.csv,WEALTHTAX,Active_Inference,0.15,4,1600,0.17171330726521583,False,0.95,20
20250913_152326,twin,data/NPORS_2024_base_gpt5mini_20250913_133642.csv,WEALTHTAX,Active_Inference,0.15,5,3200,0.12137250586283317,True,0.95,20
20250913_152326,twin,data/NPORS_2024_base_gpt5mini_20250913_133642.csv,WEALTHTAX,Active_Inference,0.15,6,2450,0.1391537218359521,True,0.95,20
20250913_152326,twin,data/NPORS_2024_base_gpt5mini_20250913_133642.csv,WEALTHTAX,Active_Inference,0.15,7,2050,0.15254901981882468,False,0.95,20
20250913_152326,twin,data/NPORS_2024_base_gpt5mini_20250913_133642.csv,WEALTHTAX,Active_Inference,0.15,8,2250,0.14575842307934533,True,0.95,20
20250913_152326,twin,data/NPORS_2024_base_gpt5mini_20250913_133642.csv,WEALTHTAX,Active_Inference,0.15,9,2150,0.1481343742258778,True,0.95,20
